Approved Symbol	Synonyms	UniProt ID(supplied by UniProt)
TRX-CAT3-1		
TRT-AGT1-1		
TRG-TCC2-4		
TRQ-CTG1-4		
TRW-CCA5-1		
TRV-TAC1-2		
TRA-AGC21-1		
TRN-GTT9-2		
TRC-GCA23-1		
TRN-GTT2-6		
TRV-CAC9-1		
TRC-GCA2-4		
TRK-CTT2-1		
TRL-CAA4-1		
TRD-GTC3-1		
TRM-CAT1-1		
TRL-AAG2-4		
TRW-CCA2-1		
TRL-CAG3-1		
TRS-CGA3-1		
TRG-TCC3-1		
TRD-GTC1-1		
TRG-GCC2-5		
TRK-CTT5-1		
TRE-TTC16-1		
TRP-CGG1-1		
TRA-AGC18-2		
TRI-AAT3-1		
TRQ-CTG6-1		
NMTRQ-TTG3-1		
TRM-CAT3-1		
TRQ-CTG8-1		
TRS-GCT6-1		
TRY-GTA6-1		
TRG-GCC5-1		
TRP-CGG1-2		
TRT-AGT1-2		
TRP-AGG2-7		
TRP-TGG2-1		
TRS-GCT4-3		
TRM-CAT6-1		
TRV-CAC1-6		
TRV-CAC5-1		
TRS-GCT4-1		
TRG-GCC1-3		
TRG-CCC2-2		
TRA-TGC3-1		
TRN-GTT15-1		
TRK-TTT3-5		
TRD-GTC2-2		
TRE-CTC5-1		
TRL-CAA1-2		
TRK-TTT5-1		
TRD-GTC2-6		
TRL-TAA3-1		
TRH-GTG3-1		
TRR-ACG1-1		
TRK-CTT8-1		
TRT-CGT4-1		
TRA-AGC19-1		
TRS-AGA2-5		
TRS-AGA2-6		
TRI-AAT1-1		
TRC-GCA9-1		
TRF-GAA1-3		
TRG-GCC1-2		
TRY-ATA1-1		
TRF-GAA1-6		
TRX-CAT1-2		
TRA-TGC8-1		
TRN-GTT11-2		
TRT-CGT6-1		
TRE-CTC1-4		
TRG-TCC2-2		
TRQ-CTG4-2		
TRF-GAA6-1		
TRT-TGT5-1		
TRR-TCG1-1		
TRI-TAT2-1		
TRN-GTT20-1		
TRC-GCA15-1		
TRQ-CTG2-1		
TRE-CTC1-7		
TRR-CCT5-1		
TRN-GTT16-2		
TRY-GTA1-1		
TRL-AAG1-2		
TRG-GCC4-1		
TRI-AAT5-1		
TRP-AGG2-8		
TRG-CCC3-1		
TRY-GTA10-1		
TRS-TGA1-1		
TRA-TGC3-2		
TRP-TGG3-4		
TRK-CTT2-2		
TRV-TAC2-1		
TRG-GCC1-5		
TRS-GCT3-1		
TRP-TGG1-1		
TRQ-CTG1-3		
TRL-CAG1-7		
TRC-GCA17-1		
TRD-GTC2-3		
TRL-AAG2-2		
TRD-GTC2-11		
TRF-GAA4-1		
TRK-TTT2-1		
TRA-AGC2-2		
TRP-AGG2-6		
TRX-CAT1-7		
TRG-CCC1-2		
TRA-AGC3-1		
TRT-CGT5-1		
TRL-CAA2-1		
TRQ-CTG17-1		
TRM-CAT5-1		
TRN-GTT9-1		
TRC-GCA10-1		
TRF-GAA1-4		
TRH-GTG1-3		
TRA-CGC1-1		
TRW-CCA6-1		
TRI-AAT5-5		
TRK-CTT11-1		
TRA-AGC16-1		
TRL-TAA1-1		
TRG-GCC2-6		
TRX-CAT1-8		
TRL-CAG1-3		
TRQ-CTG1-1		
TRV-AAC1-1		
TRT-AGT2-1		
TRN-ATT1-1		
TRQ-TTG3-1		
TRQ-CTG10-1		
TRN-GTT3-1		
TRI-TAT1-1		
NMTRL-TAA1-1		
TRV-CAC4-1		
TRA-AGC12-2		
TRL-AAG2-3		
TRQ-CTG5-1		
TRSUP-TTA2-1		
TRS-GCT4-2		
TRK-TTT7-1		
TRE-TTC1-1		
TRH-GTG1-2		
TRP-TGG3-2		
TRI-AAT5-4		
TRY-GTA8-1		
TRN-GTT16-5		
TRA-TGC4-1		
TRT-AGT2-2		
TRA-AGC18-1		
TRV-TAC3-1		
TRD-GTC2-7		
TRT-TGT1-1		
TRX-CAT1-6		
TRA-AGC1-1		
TRD-GTC2-8		
TRI-TAT3-1		
TRL-AAG8-1		
TRH-GTG2-1		
TRQ-CTG18-1		
TRS-AGA1-1		
TRA-AGC17-1		
TRM-CAT4-2		
TRC-GCA20-1		
TRN-GTT12-1		
TRC-GCA13-1		
TRA-AGC14-1		
TRC-GCA8-1		
TRT-CGT3-1		
TRP-AGG3-1		
TRL-AAG1-1		
TRV-CAC2-1		
TRL-CAG1-4		
TRR-CCG1-2		
TRG-GCC1-1		
TRK-CTT10-1		
TRV-CAC6-1		
TRA-AGC12-1		
TRL-CAA5-1		
TRR-TCG3-1		
TRI-AAT6-1		
TRV-CAC1-1		
TRT-AGT5-1		
TRC-GCA21-1		
TRC-GCA9-3		
NMTRL-TAA4-1		
TRT-TGT2-1		
TRC-GCA9-4		
TRG-GCC2-1		
TRN-GTT19-1		
TRS-AGA2-2		
TRD-GTC2-9		
TRE-CTC1-1		
TRE-CTC1-3		
TRQ-CTG3-1		
TRI-AAT5-2		
TRP-TGG3-3		
TRQ-CTG12-1		
TRK-TTT9-1		
TRM-CAT4-3		
TRK-TTT16-1		
TRI-AAT4-1		
TRL-CAG1-1		
TRA-CGC5-1		
TRR-ACG1-2		
NMTRQ-TTG5-1		
TRA-AGC8-2		
TRK-CTT2-3		
TRA-CGC2-1		
TRI-AAT7-2		
TRN-GTT2-2		
TRV-AAC7-1		
TRY-GTA4-1		
TRR-CCT4-1		
TRE-TTC4-2		
TRV-TAC4-1		
TRE-CTC2-1		
TRR-TCG2-1		
TRA-AGC13-1		
TRD-GTC2-1		
TRC-GCA9-2		
TRC-GCA2-3		
TRF-GAA1-1		
TRV-CAC3-1		
TRE-CTC6-1		
TRE-TTC1-2		
TRT-TGT4-1		
TRS-AGA6-1		
TRF-GAA7-1		
TRQ-TTG4-1		
TRA-AGC9-2		
TRY-GTA5-1		
TRK-TTT3-2		
TRSUP-CTA1-1		
TRI-GAT1-3		
TRR-ACG2-4		
TRL-AAG6-1		
TRS-TGA3-1		
TRD-GTC8-1		
TRS-AGA5-1		
TRT-AGT3-1		
TRA-AGC22-1		
TRC-GCA14-1		
TRW-CCA3-2		
TRY-GTA5-4		
TRT-AGT4-1		
TRK-CTT13-1		
TRE-CTC12-1		
TRL-TAG4-1		
TRSUP-CTA2-1		
TRR-CCT7-1		
TRQ-TTG7-1		
NMTRQ-TTG7-1		
TRF-GAA8-1		
TRC-GCA25-1		
NMTRQ-TTG8-1		
TRR-CCT6-2		
TRE-CTC14-1		
NMTRQ-TTG9-1		
TRQ-CTG11-1		
TRSUP-TTA3-1		
TRE-TTC10-1		
TRP-GGG1-1		
NMTRL-TAA6-1		
TRE-TTC7-1		
TRG-CCC7-1		
TRE-CTC13-1		
TRG-TCC5-1		
NMTRQ-CTG1-1		
TRI-AAT10-1		
NMTRP-TGG1-1		
TRK-CTT12-1		
TRE-TTC6-1		
NMTRL-TAA5-1		
TRK-CTT14-1		
TRA-AGC23-1		
TRA-TGC10-1		
TRSUP-CTA3-1		
TRF-GAA12-1		
TRF-GAA11-1		
TRQ-TTG5-1		
TRI-AAT11-1		
NMTRQ-TTG1-1		
TRP-AGG6-1		
TRV-CAC14-1		
NMTRQ-TTG12-1		
TRV-CAC11-2		
TRK-TTT10-1		
TRI-AAT12-1		
TRP-AGG5-1		
TRP-TGG4-1		
TRE-TTC15-1		
TRE-TTC14-1		
TRG-CCC4-1		
TRS-AGA7-1		
TRE-CTC11-1		
NMTRQ-TTG4-1		
TRN-GTT23-1		
TRE-CTC7-1		
TRE-CTC18-1		
TRL-AAG7-1		
TRE-CTC9-1		
TRD-GTC10-1		
TRY-GTA12-1		
TRF-GAA10-1		
TRG-CCC6-1		
TRL-CAA7-1		
TRV-CAC13-1		
NMTRQ-TTG11-1		
TRR-CCT8-1		
TRQ-CTG16-1		
TRK-TTT15-1		
TRQ-TTG8-1		
TRE-CTC4-1		
TRY-GTA11-1		
TRC-ACA1-1		
TRQ-TTG9-1		
NMTRQ-TTG6-1		
TRG-TCC6-1		
NMTRS-TGA3-1		
NMTRV-TAC1-1		
TRK-TTT14-1		
TRP-TGG5-1		
NMTRQ-TTG2-1		
TRN-GTT10-1		
TRE-TTC9-1		
TRK-TTT17-1		
NMTRL-TAA3-1		
TRR-CCT6-1		
NMTRL-TAA2-1		
TRK-CTT7-1		
NMTRQ-TTG10-1		
NMTRS-TGA2-1		
TRS-ACT1-1		
TRE-CTC15-1		
TRE-CTC16-1		
TRA-TGC9-1		
TRP-AGG4-1		
TRQ-CTG9-1		
TRE-CTC10-1		
TRF-GAA9-1		
TRN-GTT22-1		
NMTRQ-TTG13-1		
TRK-CTT16-1		
TRR-CCT9-1		
TRQ-CTG13-1		
TRK-TTT13-1		
NMTRQ-TTG15-1		
PRR33	LOC728008	A8MZF0
C5orf52		A6NGY3
SOX30P1		
FOXI3		A8MTJ6
NOS2P3		
BOK-AS1	NCRNA00151, NAToB	
BHLHA9	bHLHa9, BHLHF42	Q7RTU4
PEG3-AS1	APEG3, NCRNA00155	
HSPD1P16	HSPD1-13P	
CCT3P1		
HSPD1P15	HSPD1-15P	
HSPD1P10	HSPD1-4P	
HSPD1P9	HSPD1-14P	
HSPD1P1	HSPD1-2P	
CCT7P2		
CCT5P1		
HSPD1P18		
CCT6P3		
HSPD1P13	HSPD1-16P	
CCT5P2		
HSPD1P12	HSPD1-10P	
CCT4P2		
HSPD1P11		
HSPD1P14	HSPD1-17P	
CCT8P1		
HSPD1P8	HSPD1-12P	
HSPD1P4	HSPD1-5P	
HSPD1P17	HSPD1-19P	
CCT6P4		
CCT7P1		
CCT6P2		
CCT4P1		
PAPPA-AS1	PAPPA-AS, DIPAS, TAF4B, TAF2C2, TAFII105, NCRNA00156	Q5QFB9
FAM187A		A6NFU0
MAGEA13P	LOC139363	A6NCF6
LRRC70	SLRN, LOC100130733	Q7Z2Q7
ZNF863P		
ZNF444P1		
IQCF6		A8MYZ5
IQCF5		A8MTL0
PAPPA-AS2	AGU1	
MIR4435-1HG	LINC00978, AGD2	
C12orf75	OCC-1, OCC1, AGD3	Q8TAD7
LINC00984	OGU1	
ZNF652P1		
ANKRD30BL		A7E2S9
DFNA59		
UBTFL2		
DFNA60		
DNM1P24	DNM1DN15-1	
DNM1P25	DNM1DN15-3	
DNM1P26	DNM1DN16-1	
DNM1P27	DNM1DN16-3	
DNM1P28	DNM1DN3-1, DNM1DN3-3	
DNM1P29	DNM1DN3-2	
DNM1P30	DNM1DN3-4, DNM1DN4-3	
DNM1P31	DNM1DN4-2	
DNM1P32	DNM1DN4-5	
DNM1P33	DNM1DN7-2	
DNM1P34	DNM1DN8-1, DNM1DN8-5	Q6PK57
DNM1P35	DNM1DN8-2	
DFNB78		
DFNB80		
DNM1P36	DNM1DN8-3	
DNM1P37	DNM1DN10-1	
DNM1P38	DNM1DN10-2, DNM1DN11-8	
DNM1P39	DNM1DN11-3	
DNM1P40	DNM1DN11-5	
DNM1P41	DNM1DN11-6	
DNM1P43	DNM1DN11-10	
DNM1P44	DNM1DN11-13	
DNM1P45	DNM1DN12-2	
TPTE2P1		Q5T6R2
SUSD2P2		
DNM1P46	DNM1DN14.2, FLJ45937, DKFZp434I1020	Q6ZS02
DNM1P47	DNM1DN14-3	
ERVFRD-2	FLJ45949	
RASA4B		C9J798
EVPLL		A8MZ36
SRGAP2B		P0DMP2
MRRFP1		
COX6A1P2		
ANKRD33B		A6NCL7
ANKRD62	DKFZp779B1634	A6NC57
RPL7AP11		
B3GAT3P1	PSIGLCAT-I	
SNRPEP1		
SYCE3		A1L190
MIR1264	hsa-mir-1264	
MIR320B1	hsa-mir-320b-1	
MIR320C1	hsa-mir-320c-1	
MIR1296	hsa-mir-1296	
MIR1468	hsa-mir-1468	
MIR1323	hsa-mir-1323	
MIR1271	hsa-mir-1271	
MIR1301	hsa-mir-1301	
MIR1185-2	hsa-mir-1185-2	
MIR1283-1	hsa-mir-1283-1	
MIR320B2	hsa-mir-320b-2	
MIR1185-1	hsa-mir-1185-1	
MIR1298	hsa-mir-1298	
MIR1178	hsa-mir-1178	
MIR1179	hsa-mir-1179	
MIR1180	hsa-mir-1180	
MIR1181	hsa-mir-1181	
MIR1182	hsa-mir-1182	
MIR1183	hsa-mir-1183	
MIR1184-1	hsa-mir-1184	
MIR1200	hsa-mir-1200	
MIR1202	hsa-mir-1202	
MIR1203	hsa-mir-1203	
MIR663B	hsa-mir-663b	
MIR1205	hsa-mir-1205	
MIR1206	hsa-mir-1206	
MIR1207	hsa-mir-1207	
MIR1208	hsa-mir-1208	
MIR548E	hsa-mir-548e	
MIR548J	hsa-mir-548j	
MIR1285-1	hsa-mir-1285-1	
MIR1285-2	hsa-mir-1285-2	
MIR1286	hsa-mir-1286	
MIR1287	hsa-mir-1287	
MIR1289-1	hsa-mir-1289-1	
MIR1289-2	hsa-mir-1289-2	
MIR1290	hsa-mir-1290	
MIR1291	hsa-mir-1291	
MIR548K	hsa-mir-548k	
MIR1293	hsa-mir-1293	
MIR1294	hsa-mir-1294	
MIR1295A	hsa-mir-1295	
MIR1297	hsa-mir-1297	
MIR1299	hsa-mir-1299	
MIR548L	hsa-mir-548l	
MIR1302-1	hsa-mir-1302-1	
MIR1302-2	hsa-mir-1302-2	
MIR1302-3	hsa-mir-1302-3	
MIR1302-4	hsa-mir-1302-4	
MIR1302-5	hsa-mir-1302-5	
MIR1302-6	hsa-mir-1302-6	
MIR1302-7	hsa-mir-1302-7	
MIR1302-8	hsa-mir-1302-8	
MIR1303	hsa-mir-1303	
MIR1304	hsa-mir-1304	
MIR1305	hsa-mir-1305	
MIR1243	hsa-mir-1243	
MIR548F1	hsa-mir-548f-1	
MIR548F2	hsa-mir-548f-2	
MIR548F3	hsa-mir-548f-3	
MIR548F4	hsa-mir-548f-4	
MIR548F5	hsa-mir-548f-5	
MIR1244-1	hsa-mir-1244	
MIR1245A	hsa-mir-1245	
MIR1246	hsa-mir-1246	
MIR1247	hsa-mir-1247	
MIR1248	hsa-mir-1248	
MIR1249	hsa-mir-1249	
MIR1250	hsa-mir-1250	
MIR1251	hsa-mir-1251	
MIR1253	hsa-mir-1253	
MIR1254-1	hsa-mir-1254	
MIR1255A	hsa-mir-1255a	
MIR1256	hsa-mir-1256	
MIR1257	hsa-mir-1257	
MIR1258	hsa-mir-1258	
MIR1260A	hsa-mir-1260	
MIR548G	hsa-mir-548g	
MIR1261	hsa-mir-1261	
MIR1262	hsa-mir-1262	
MIR1263	hsa-mir-1263	
MIR548N	hsa-mir-548n	
MIR548M	hsa-mir-548m	
MIR1265	hsa-mir-1265	
MIR548O	hsa-mir-548o	
MIR1266	hsa-mir-1266	
MIR1267	hsa-mir-1267	
MIR1268A	hsa-mir-1268	
MIR1269A	hsa-mir-1269	
MIR1270	hsa-mir-1270, hsa-mir-1270-2	
MIR1272	hsa-mir-1272	
MIR1273A	hsa-mir-1273	
MIR548H1	hsa-mir-548h-1	
MIR548H2	hsa-mir-548h-2	
MIR548H3	hsa-mir-548h-3	
MIR548H4	hsa-mir-548h-4	
MIR1275	hsa-mir-1275	
MIR1276	hsa-mir-1276	
MIR302E	hsa-mir-302e	
MIR302F	hsa-mir-302f	
MIR1277	hsa-mir-1277	
MIR548P	hsa-mir-548p	
MIR548I1	hsa-mir-548i-1	
MIR548I2	hsa-mir-548i-2	
MIR548I3	hsa-mir-548i-3	
MIR548I4	hsa-mir-548i-4	
MIR1278	hsa-mir-1278	
MIR1279	hsa-mir-1279	
MIR1281	hsa-mir-1281	
MIR1282	hsa-mir-1282	
MIR1283-2	hsa-mir-1283-2	
MIR1284	hsa-mir-1284	
MIR1288	hsa-mir-1288	
MIR1292	hsa-mir-1292	
MIR1252	hsa-mir-1252	
MIR1255B1	hsa-mir-1255b-1	
MIR1255B2	hsa-mir-1255b-2	
MIR664A	hsa-mir-664	
MIR1306	hsa-mir-1306	
MIR1307	hsa-mir-1307	
MIR1321	hsa-mir-1321	
MIR1322	hsa-mir-1322	
MIR1197	hsa-mir-1197	
MIR1324	hsa-mir-1324	
MIR1469	hsa-mir-1469	
MIR1470	hsa-mir-1470	
MIR1471	hsa-mir-1471	
MIR1537	hsa-mir-1537	
MIR1538	hsa-mir-1538	
MIR1539	hsa-mir-1539	
MIR103B1	hsa-mir-103-1-as, hsa-mir-103b-1	
MIR103B2	hsa-mir-103-2-as, hsa-mir-103b-2	
MIR320D1	hsa-mir-320d-1	
MIR320C2	hsa-mir-320c-2	
MIR320D2	hsa-mir-320d-2	
MIR1825	hsa-mir-1825	
MIR1827	hsa-mir-1827	
MIR1908	hsa-mir-1908	
MIR1909	hsa-mir-1909	
MIR1910	hsa-mir-1910	
MIR1911	hsa-mir-1911	
MIR1912	hsa-mir-1912	
MIR1913	hsa-mir-1913	
MIR1914	hsa-mir-1914	
MIR1915	hsa-mir-1915	
TMED11P		
UBTFL3		
UBTFL7		
UBTFL5		
UBTFL6		P0CB48
NPIPP1		
SHISA7		A6NL88
TSTD1	KAT	Q8NFU3
PLEKHM1P	LOC440456	Q69YJ1
EML6	FLJ42562	Q6ZMW3
SDR16C6P		
SDR42E2		A6NKP2
DYT17		
HNF4GP1		
GTF2H2C_2	LOC730394	Q6P1K8
DFNB81		
SHFM5		
NEURL1B	DKFZP761M1511, Neur2	A8MQ27
MORF4L1P5		
PATE3	PATE-DJ, HEL-127	B3GLJ2
PATE4	FLJ41047, PATE-B	P0C8F1
CMC4	P8MTCP1, p8	P56277
REXO1L8P		
SP3P		
SPG45		
MYP5		
MYP7		
MYP8		
MYP9		
MYP10		
MYP14		
MYP15		
MYP16		
CHTF8P1		
POM121L7		
LACTBL1		A8MY62
POM121L8P		
POM121L11P	LOC100129643	
POM121L10P		
TPI1P1		
CETN4P		
TTC39DP		
FNDC3CP		
CDC37P2		
ECSCR	ECSM2, ARIA	Q19T08
TEX21P		
CALR4P		
OTSC9		
FBLL1	LOC345630	A6NHQ2
CCDC85C		A6NKD9
MIR155HG	BIC, NCRNA00172	
SPDYE3		A6NKU9
SPDYE4		A6NLX3
SPDYE5		A6NIY4
SPDYE6		P0CI01
SPDYE7P		Q495Y7
SLC25A5P9		
SLC25A5P8		
SLC25A5P2	LOC344371	
SLC25A5P4		
NCLP1		
NCLP2	bA85L21.1	
ARAFP3		
FAM188B2		A8MYZ0
RPS3AP33		
RPL31P14		
RPSAP16		
RPS29P17		
RPS3AP51		
RPL32P9		
RPL7AP61		
RPL5P11		
RPL36AP18		
RPL35AP16		
RPL10P10		
RPS26P12		
RPL35P3		
RPL23AP68		
RPS3AP39		
RPL17P5		
RPL13AP26		
RPL5P25		
RPL27P10		
RPS15AP30		
RPL21P108		
RPL26P21		
RPL3P8		
RPS23P3		
RPS12P3		
RPSAP43		
RPL23AP63		
RPL27P4		
RPL7AP63		
RPL23AP22		
RPS2P22		
RPL7AP49		
RPL29P19		
RPLP1P10		
RPL13P7		
RPS10P28		
RPL26P15		
RPL13P8		
RPS26P49		
RPL17P17		
RPL23AP56		
RPS14P10		
RPL23AP78		
RPS26P48		
RPL35P6		
RPL3P11		
RPL7P45		
RPL31P44		
RPS8P9		
RPL21P56		
RPL21P63		
RPS3AP12		
RPL18P6		
RPL15P12		
RPL21P81		
RPS3AP29		
RPS25P6		
RPL9P29		
RPS17P14		
RPL34P20		
RPS15P5		
RPL7AP67		
RPS3AP30		
RPL9P15		
RPL7P48		
RPS2P40		
RPS24P16		
RPL7P42		
RPL35AP24		
RPL39P17		
RPL31P12		
RPL22P21		
RPL21P90		
RPS2P33		
RPS19P7		
RPL29P27		
RPL21P54		
RPL27AP3		
RPL23P6		
RPL8P4		
RPSAP33		
RPS26P16		
RPSAP31		
RPL31P46		
RPS29P16		
RPS12P24		
RPS10P17		
RPS15P3		
RPL5P5		
RPL12P37		
RPS18P10		
RPL36P5		
RPL21P94		
RPL35AP29		
RPL35AP5		
RPS12P32		
RPS14P1		
RPS12P23		
RPS26P30		
RPL34P7		
RPL37P19		
RPS21P7		
RPS12P31		
RPL10P9		
RPL39P9		
RPSAP63		
RPS26P53		
RPSAP62		
RPS29P5		
RPL7AP56		
RPL37AP4		
RPL23AP40		
RPL7P56		
RPL31P19		
RPL36P12		
RPS2P21		
RPL23AP26		
RPS10P30		
RPL36AP38		
RPSAP20		
RPS3AP36		
RPL17P26		
RPL31P13		
RPL18P13		
RPL31P51		
RPL10AP7		
RPL22P7		
RPL22P11		
RPL17P30		
RPS3AP42		
RPL21P92		
RPL18AP7		
RPS16P8		
RPS15AP34		
RPS12P15		
RPL4P6		
RPSAP28		
RPL7AP18		
RPL21P119		
RPS26P50		
RPL29P24		
RPL23AP30		
RPL17P45		
RPL39P28		
RPLP0P5		
RPL9P11		
RPS27P7		
RPS24P12		
RPL36AP47		
UBA52P8		
RPS5P5		
RPL21P110		
RPS8P10		
RPS20P6		
RPS27AP9		
RPL34P29		
RPS12P14		
RPL9P26		
RPL23AP41		
RPL31P61		
RPS26P27		
RPS3AP8		
RPL36AP35		
RPS15AP15		
RPL32P10		
RPL30P2		
RPL35AP9		
RPS11P4		
RPL37AP8		A6NKH3
RPL21P93		
RPS17P17		
RPS15AP7		
RPS29P25		
RPL36AP27		
RPL17P8		
RPS2P43		
RPS13P6		
RPL13AP21		
RPS6P22		
RPL7AP28		
RPS15AP6		
RPL7P23		
RPS16P9		
RPSAP49		
RPL6P14		
RPL26P17		
RPL14P4		
RPL23AP37		
RPS24P15		
RPL31P63		
RPL7P11		
RPS6P16		
RPS25P4		
RPS12P4		
RPS12P22		
RPL23AP25		
RPL13AP12		
RPL6P16		
RPL29P22		
RPL7P52		
RPL34P21		
RPL31P31		
RPL31P30		
RPS26P15		
RPL6P12		
RPL7AP66		
RPS24P19		
RPL19P14		
RPL23AP36		
RPL9P10		
RPL21P46		
RPL37P9		
RPL23AP49		
RPS7P7		
RPL21P123		
RPL7P32		
RPL26P26		
RPL21P85		
RPL5P22		
RPL12P33		
RPL21P80		
RPL7AP46		
RPL4P5		
RPL7P29		
RPL13P12		
RPL21P24		
RPL31P57		
RPL21P37		
RPS12P17		
RPLP2P5		
RPSAP17		
RPL35AP11		
RPL13AP20		
RPS7P8		
RPS24P9		
RPS15P4		
RPL19P20		
RPL21P88		
RPS3AP14		
RPS27P23		
RPL29P26		
RPS29P6		
RPL31P32		
RPL21P68		
RPL32P25		
RPL13AP16		
RPL32P11		
RPL10P5		
RPS15P1		
RPS23P5		
RPSAP36		
RPL21P21		
RPL29P9		
RPS26P25		
RPS13P4		
RPS27AP12		
RPL21P101		
RPL36P14		
RPS27AP7		
RPL23AP72		
RPS24P7		
RPS3AP28		
RPS16P10		
RPL35P7		
RPS4XP10		
RPL18P11		
RPL21P120		
RPS24P14		
RPL39P10		
RPL15P5		
RPL23P5		
RPL21P19		
RPL31P53		
RPL36AP17		
RPL23AP43		
RPSAP52		
RPS26P32		
RPL7AP71		
RPL21P58		
RPS7P13		
RPL7AP30		
RPL8P5		
RPL18P2		
RPS2P23		
RPL17P22		
RPL12P22		
RPL30P9		
RPS2P17		
RPS10P6		
RPL28P5		
RPS20P31		
RPL26P11		
RPL21P49		
RPS20P8		
RPL32P29		
RPS6P13		
RPL4P3		
RPL26P24		
RPL7AP43		
RPL26P28		
RPL23AP31		
RPS19P4		
RPS29P23		
RPS2P28		
RPS3AP15		
RPS26P18		
RPL18P3		
RPS26P13		
RPS2P47		
RPS2P19		
RPS28P7		
RPS25P5		
RPL35P2		
RPS12P6		
RPL12P29		
RPS4XP9		
RPL21P29		
RPS29P24		
RPS8P7		
RPS17P7		
RPS14P3		
RPL34P35		
RPS29P22		
RPS15AP39		
RPL6P7		
RPL7P22		
RPL39P6		
RPL32P7		
RPL13P11		
RPL17P14		
RPS26P46		
RPL39P29		
RPLP1P6		
RPL34P6		
RPS2P44		
RPL36AP46		
RPL36AP41		
RPS10P22		
RPL39P35		
RPL7P50		
RPS27AP15		
RPS29P13		
RPL17P35		
RPL34P23		
RPL7AP64		
RPS20P17		
RPL39P40		
RPS12P10		
RPL13AP22		
RPS27P21		
RPL23AP21		
RPL5P24		
RPS10P20		
RPL36P7		
RPL36AP54		
RPL17P23		
RPL31P18		
RPL29P32		
RPS2P54		
RPS29P27		
RPL5P30		
RPL17P10		
RPS2P46		
RPL12P43		
RPS7P11		
RPLP1P5		
RPS27P12		
RPSAP37		
RPL34P12		
RPL23AP83		
RPS15P8		
RPL34P34		
RPL31P11		
RPS19P5		
RPS20P16		
RPS24P4		
RPL31P34		
RPL21P74		
RPL13AP19		
RPL39P15		
RPSAP45		
RPS26P56		
RPL7AP60		
RPS10P15		
RPSAP30		
RPL31P58		
RPS27P15		
RPL21P83		
RPL21P132		
RPS20P25		
RPLP0P8		
RPL19P21		
RPS3AP40		
RPS11P3		
RPL30P4		
RPL36AP9		
RPL10AP4		
RPS18P7		
RPL10AP11		
RPS29P15		
RPL36AP13		
RPL21P115		
RPS15AP32		
RPS10P14		
RPL7AP39		
RPL36AP34		
RPL7AP40		
RPL36P17		
RPL18AP10		
RPL9P21		
RPS2P24		
RPL37AP7		
RPSAP57		
RPL5P6		
RPL21P48		
RPS12P27		
RPS3AP18		
RPL23AP46		
RPL34P25		
RPSAP50		
RPL36AP12		
RPL7AP16		
RPL7P28		
RPL39P26		
RPL7P57		
RPS3AP35		
RPL32P34		
RPL23AP17		
RPL35AP10		
RPS10P21		
RPS10P19		
RPS29P4		
RPL31P49		
RPL21P26		
RPS20P7		
RPL39P16		
RPL7P47		
RPL7P8		
RPL15P13		
RPL35AP13		
RPL21P78		
RPL19P9		
RPL37P18		
RPL19P15		
RPL23AP53		
RPS21P4		
RPS27P14		
RPL5P14		
RPL6P3		
RPL36AP25		
RPL34P14		
RPS16P2		
UBA52P4		
RPS17P12		
RPS17P15		
RPL35AP22		
RPL26P20		
RPL32P20		
RPL7AP45		
RPL18P7		
RPL7P33		
RPS6P9		
RPL17P16		
RPL23AP66		
RPL39P41		
RPL23AP42		
RPL13P10		
RPL29P31		
RPS12P8		
RPL29P23		
RPL10AP9		
RPS6P25		
RPL37P16		
RPL32P13		
RPS4XP12		
RPL12P24		
RPL7AP48		
RPL21P118		
RPL23AP44		
RPS18P8		
RPL18P10		
RPL23AP50		
RPL21P126		
RPS5P6		
RPS27P10		
RPL14P2		
RPSAP38		
RPL6P2		
RPL34P15		
RPL23AP60		
RPS18P12		
RPL34P18		
RPL12P35		
RPL12P30		
RPL10AP10		
RPL6P1		
RPL28P3		
RPL10P7		
RPL23AP75		
RPL12P39		
RPL27AP6		
RPS3AP27		
RPL35AP27		
RPL38P3		
RPS15AP29		
RPS23P8		
RPL21P45		
RPL7P14		
RPS2P48		
RPS16P3		
RPL21P117		
RPL23P3		
RPS10P24		
RPL22P14		
RPLP0P10		
RPS2P20		
RPS20P21		
RPL6P21		
RPL31P39		
RPL17P43		
RPL23AP55		
RPS10P31		
RPL12P41		
RPS7P4		
RPL31P16		
RPL36AP23		
RPL21P133		
RPL26P37		
RPL17P7		
RPL21P134		
RPL32P23		
RPL21P43		
RPL5P16		
RPL18AP15		
RPS2P29		
RPL27P8		
RPL7P20		
RPS27P11		
RPL17P20		
RPL23AP61		
RPL21P65		
RPSAP56		
RPS12P25		
RPS27P25		
RPS2P13		
RPS27P8		
RPL37P17		
RPL32P32		
RPL26P12		
RPS24P5		
RPL32P26		
RPS18P6		
RPS26P26		
RPL23AP70		
RPL7P40		
RPL36AP45		
RPS15P2		
RPS2P50		
RPL23AP34		
RPS3AP10		
RPL17P21		
RPL17P27		
RPL21P125		
RPL23AP51		
RPS15AP40		
RPS12P11		
RPS27P27		
RPL21P60		
RPL35AP23		
RPL36P6		
RPL19P12		
RPL21P100		
RPL21P71		
RPS24P11		
RPL17P36		
RPS3AP16		
RPL35AP20		
RPL17P28		
RPS3P7		
RPS4XP6		
RPL30P8		
RPS2P52		
RPL21P124		
RPS3P6		
